fund_code,fund_name,period_end,report_type,report_send_date,official_upload_date,instance_id,official_pdf_url,source_kind,crosscheck_url,holder_table_page,source_page_numbers,total_shares,comparable_institution_shares,individual_shares,feeder_shares,identified_national_team_shares,identified_national_team_account_count,national_team_status
159915,易方达创业板ETF,2018-12-31,annual,2019-03-28,2019-03-27,manager_official_pdf-159915-2018-12-31,https://cdn.efunds.com.cn/owch/data/notice/20190327/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912018%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/179/179594.shtml,54,54;55,15500495488,4754698658,7851097851,2894698979,0,0,not_identified
159919,嘉实沪深300ETF,2018-12-31,annual,2019-03-26,2019-03-26,public_report_mirror-159919-2018-12-31,https://pdf.dfcfw.com/pdf/H2_AN201903251309306976_1.pdf,public_report_mirror,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=396964456357562b7a62513d,60,60;61,5603506477,445360153,434308922,4723837402,105483400.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2018-12-31,annual,2019-03-27,2019-03-27,manager_official_pdf-510300-2018-12-31,https://www.huatai-pb.com/upload/pdf/1553648753931-htbrhs300jyxkfszszqtzjj2018nndbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,67,67;68,10847287690.00,7703577225.47,2892029964.53,251680500.00,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2018-12-31,annual,2019-03-28,2019-03-27,manager_official_pdf-510310-2018-12-31,https://cdn.efunds.com.cn/owch/data/notice/20190327/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912018%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/179/179644.shtml,63,63;65,3788307415,61837146,276189550,3450280719,0,0,not_identified
510330,华夏沪深300ETF,2018-12-31,annual,2019-03-26,2019-03-26,public_report_mirror-510330-2018-12-31,https://pdf.dfcfw.com/pdf/H2_AN201903261309653418_1.pdf,public_report_mirror,"https://fund.eastmoney.com/gonggao/510330,AN201903261309653418.html",50,50;51,7563849828,3391538113,158052459,4014259256,1790942652.00,1,lower_bound
159915,易方达创业板ETF,2019-06-30,interim,2019-08-24,2019-08-23,manager_official_pdf-159915-2019-06-30,https://cdn.efunds.com.cn/owch/data/notice/20190823/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912019%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/181/181528.shtml,41,41;43,15793364458,6261505694,5403555620,4128303144,375577400.00,1,lower_bound
159919,嘉实沪深300ETF,2019-06-30,interim,2019-08-29,2019-08-29,public_report_mirror-159919-2019-06-30,https://pdf.dfcfw.com/pdf/H2_AN201908281345243776_1.pdf,public_report_mirror,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=51573855697a39416172453d,48,48;49,6803316676.00,999347818.00,526761739.00,5277207119.00,386443238.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2019-06-30,interim,2019-08-29,2019-08-29,manager_official_pdf-510300-2019-06-30,https://www.huatai-pb.com/upload/pdf/1567048458561-htbrhs300jyxkfszszqtzjj2019nbndbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,56,56;57,9462187690.00,6401323841.00,2545123713.00,515740136.00,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2019-06-30,interim,2019-08-24,2019-08-23,manager_official_pdf-510310-2019-06-30,https://cdn.efunds.com.cn/owch/data/notice/20190823/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912019%E5%B9%B4%E5%8D%8A%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/181/181576.shtml,49,49;51,5338664351,440083974,413892746,4484687631,0,0,not_identified
510330,华夏沪深300ETF,2019-06-30,interim,2019-08-29,2019-08-29,public_report_mirror-510330-2019-06-30,https://pdf.dfcfw.com/pdf/H2_AN201908291345289740_1.pdf,public_report_mirror,"https://fund.eastmoney.com/gonggao/510330,AN201908291345289740.html",43,43;45,6945549828,2722102763,217894454,4005552611,1790942652.00,1,lower_bound
159915,易方达创业板ETF,2019-12-31,annual,2020-03-31,2020-03-31,137144,https://cdn.efunds.com.cn/owch/data/notice/20200331/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912019%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/187/187640.shtml,58,58;59,9669323239,3518484783,3336522309,2814316147,387153500.00,1,lower_bound
159919,嘉实沪深300ETF,2019-12-31,annual,2020-04-08,2020-04-05,143848,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=143848,csrc_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=662b6448392f32314e7a513d,66,66;67,6536016676,1576262159,468371325,4491383192,396352997.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2019-12-31,annual,2020-03-30,2020-03-30,136636,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=136636,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510300,AN202003301377176350.html",70,70;72,9850087690,6916403335,2233639219,700045136,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2019-12-31,annual,2020-03-31,2020-03-31,137200,https://cdn.efunds.com.cn/owch/data/notice/20200331/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912019%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/187/187665.shtml,73,73;74,5106565612,988772207,487141574,3630651831,160000000.00,1,lower_bound
510330,华夏沪深300ETF,2019-12-31,annual,2020-04-09,2020-04-08,145586,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=145586,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202004081377776291.html",67,67;68,7471149828,3270185062,211493010,3989471756,1987425152.00,2,lower_bound
159915,易方达创业板ETF,2020-06-30,interim,2020-08-28,2020-08-28,452033,https://cdn.efunds.com.cn/owch/data/notice/20200827/159915_%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912020%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/187/187136.shtml,43,43;45,7324192077,2397161723,2666534759,2260495595,483862342.00,2,lower_bound
159919,嘉实沪深300ETF,2020-06-30,interim,2020-08-29,2020-08-28,464334,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=464334,csrc_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=42733048544c6a78306e593d,86,86;87,5338116676,1139790948,383445649,3814880079,410777196.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2020-06-30,interim,2020-08-29,2020-08-29,466420,https://www.huatai-pb.com/upload/pdf/1598699375872-htbrhs300jyxkfszszqtzjj2020nzqbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,58,58;60,8169787690,5462726610,2052196844,654864236,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2020-06-30,interim,2020-08-28,2020-08-28,452067,https://cdn.efunds.com.cn/owch/data/notice/20200827/510310_%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912020%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/187/187161.shtml,61,61;63,4201856498,875453675,544182092,2782220731,230000000.00,1,lower_bound
510330,华夏沪深300ETF,2020-06-30,interim,2020-08-29,2020-08-28,461545,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=461545,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202008291403959021.html",112,112;113,6441549828,2924691284,180465996,3336392548,2084413152.00,2,lower_bound
159915,易方达创业板ETF,2020-12-31,annual,2021-03-30,2021-03-30,556961,https://cdn.efunds.com.cn/owch/data/notice/20210330/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912020%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/192/192028.shtml,60,60;62,5440393685,1222280650,2183870301,2034242734,450303345.00,2,lower_bound
159919,嘉实沪深300ETF,2020-12-31,annual,2021-03-30,2021-03-30,555808,https://www.jsfund.cn/plat_files/upload/product_ann/20210329/202103291617009083957/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912020%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=7834417864796d7139434d3d,174,174;175,4824216676,1596798038,417351733,2810066905,447840672.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2020-12-31,annual,2021-03-31,2021-03-31,560605,https://www.huatai-pb.com/upload/pdf/1617156401662-htbrhs300jyxkfszszqtzjj2020nndbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,135,135;137,8657587690,5847971995,2420359474,389256221,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2020-12-31,annual,2021-03-30,2021-03-30,557076,https://cdn.efunds.com.cn/owch/data/notice/20210330/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912020%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/192/192055.shtml,131,131;133,3971216087,999410434,568624322,2403181331,360000000.00,1,lower_bound
510330,华夏沪深300ETF,2020-12-31,annual,2021-03-30,2021-03-29,555467,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=555467,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202103301478327491.html",238,238;239,5764749828,3430320906,177513631,2156915291,2412909457.00,2,lower_bound
159915,易方达创业板ETF,2021-06-30,interim,2021-08-28,2021-08-28,631675,https://cdn.efunds.com.cn/owch/data/notice/20210828/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912021%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/194/194920.shtml,51,51;53,4429871948,1221170704,1576473614,1632227630,420303345.00,1,lower_bound
159919,嘉实沪深300ETF,2021-06-30,interim,2021-08-27,2021-08-27,629654,https://www.jsfund.cn/plat_files/upload/product_ann/20210826/202108261629972291036/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912021%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=47586f35496d33733332633d,70,70;71;72,4340016676,1422229057,429078601,2488709018,458949872.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2021-06-30,interim,2021-08-28,2021-08-28,632264,https://www.huatai-pb.com/upload/pdf/1630286500542-htbrhs300jyxkfszszqtzjj2021nzqbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,141,141;143,9186787690,5696900818,3103105403,386781469,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2021-06-30,interim,2021-08-28,2021-08-28,631853,https://cdn.efunds.com.cn/owch/data/notice/20210828/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912021%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/194/194947.shtml,70,70;72,4195867698,1044849491,646878676,2504139531,360000000.00,1,lower_bound
510330,华夏沪深300ETF,2021-06-30,interim,2021-08-30,2021-08-27,631938,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=631938,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202108301513318761.html",89,89;90,5499249828,3244527527,210486510,2044235791,2354624954.00,2,lower_bound
159915,易方达创业板ETF,2021-12-31,annual,2022-03-30,2022-03-30,708933,https://cdn.efunds.com.cn/owch/data/notice/20220330/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912021%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/657/657071.shtml,75,75;77,3922469344,1111306687,1341810399,1469352258,420303345.00,1,lower_bound
159919,嘉实沪深300ETF,2021-12-31,annual,2022-03-30,2022-03-30,708334,https://www.jsfund.cn/plat_files/upload/product_ann/20220329/202203291648538381890/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912021%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=33503347646965626e4f453d,74,74;75;76,4596516676,1820073031,453709641,2322734004,458949872.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2021-12-31,annual,2022-03-31,2022-03-31,716232,https://www.huatai-pb.com/upload/pdf/1648696873752-htbrhs300jyxkfszszqtzjj2021nndbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,112,112;113,11340487690,7844854794,3014155227,481477669,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2021-12-31,annual,2022-03-30,2022-03-30,708976,https://cdn.efunds.com.cn/owch/data/notice/20220330/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912021%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/657/657110.shtml,91,91;93,4643043550,1249460116,617118289,2776465145,320000017.00,1,lower_bound
510330,华夏沪深300ETF,2021-12-31,annual,2022-03-30,2022-03-29,711200,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=711200,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202203301555988467.html",241,241;242,5759349828,3392045224,225359013,2141945591,2205824871.00,2,lower_bound
159915,易方达创业板ETF,2022-06-30,interim,2022-08-30,2022-08-30,779198,https://cdn.efunds.com.cn/owch/data/notice/20220830/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912022%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/675/675876.shtml,81,81;82,6227087446,2278523138,1973507884,1975056424,450426545.00,1,lower_bound
159919,嘉实沪深300ETF,2022-06-30,interim,2022-08-29,2022-08-29,778557,https://www.jsfund.cn/plat_files/upload/product_ann/20220826/202208261661503799878/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912022%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=56595763376676473274493d,70,70;71,4223916676,1486299039,528027796,2209589841,600899472.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2022-06-30,interim,2022-08-30,2022-08-30,783460,https://www.huatai-pb.com/upload/pdf/1661821960952-htbrhs300jyxkfszszqtzjj2022nzqbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,90,90;91,10797787690,6433108510,3859108403,505570777,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2022-06-30,interim,2022-08-30,2022-08-30,779234,https://cdn.efunds.com.cn/owch/data/notice/20220830/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912022%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/675/675917.shtml,110,110;112,5519876684,1152238992,911843004,3455794688,370000017.00,1,lower_bound
510330,华夏沪深300ETF,2022-06-30,interim,2022-08-30,2022-08-29,781393,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=781393,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202208301577821855.html",176,176;177,5122149828,2713319332,269258005,2139572491,1901702671.00,2,lower_bound
159915,易方达创业板ETF,2022-12-31,annual,2023-03-30,2023-03-30,868479,https://cdn.efunds.com.cn/owch/data/notice/20230330/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912022%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/685/685875.shtml,233,233;235,9041626552,3280272837,3251285163,2510068552,522463645.00,1,lower_bound
159919,嘉实沪深300ETF,2022-12-31,annual,2023-03-30,2023-03-30,863373,https://www.jsfund.cn/plat_files/upload/product_ann/20230329/202303291680076086787/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912022%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=6b483051524c574a5a32513d,82,82;83,5328216676,2345491658,762324877,2220400141,666130172.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2022-12-31,annual,2023-03-31,2023-03-31,874165,https://www.huatai-pb.com/upload/pdf/1680229022151-htbrhs300jyxkfszszqtzjj2022nndbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,192,192;194,19691587690,12825880291,5720473322,1145234077,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2022-12-31,annual,2023-03-30,2023-03-30,868777,https://cdn.efunds.com.cn/owch/data/notice/20230330/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912022%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/685/685917.shtml,189,189;190,9039510057,2638666645,1387514624,5013328788,355000017.00,1,lower_bound
510330,华夏沪深300ETF,2022-12-31,annual,2023-03-30,2023-03-29,865584,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=865584,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202303301584683993.html",326,326;327,6327249828,3797349278,371247159,2158653391,1790942652.00,1,lower_bound
159915,易方达创业板ETF,2023-06-30,interim,2023-08-30,2023-08-30,960773,https://cdn.efunds.com.cn/owch/data/bulletin/20230830/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912023%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/696/696547.shtml,191,191;193,18055626552,8008496502,6709047958,3338082092,556130945.00,1,lower_bound
159919,嘉实沪深300ETF,2023-06-30,interim,2023-08-29,2023-08-29,955123,https://www.jsfund.cn/plat_files/upload/product_ann/20230828/202308281693214245365/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912023%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=62695277346a3274424e343d,68,68;69,5347116676,2168019945,800806890,2378289841,687045072.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2023-06-30,interim,2023-08-31,2023-08-31,967430,https://www.huatai-pb.com/upload/pdf/1693444522395-htbrhs300jyxkfszszqtzjj2023nzqbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,179,179;180,18521587690,11503431607,6415514018,602642065,2423958601.00,1,lower_bound
510310,易方达沪深300ETF,2023-06-30,interim,2023-08-30,2023-08-30,960614,https://cdn.efunds.com.cn/owch/data/bulletin/20230830/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912023%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/696/696480.shtml,286,286;288,10485285180,3554761320,1641097177,5289426683,360000017.00,1,lower_bound
510330,华夏沪深300ETF,2023-06-30,interim,2023-08-30,2023-08-29,957544,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=957544,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202308301596809782.html",410,410;411,6152649828,3349852497,408767240,2394030091,1790942652.00,1,lower_bound
